id,amount,currency,merchant,timestamp
TXN-000420,1022.91,EUR,Amazon,2024-01-01T21:00:00
TXN-000421,3821.04,GBP,Shell,2024-01-01T21:03:00
TXN-000422,600.8,MXN,Walmart,2024-01-01T21:06:00
TXN-000423,879.3,MXN,Spotify,2024-01-01T21:09:00
TXN-000424,3518.65,GBP,Target,2024-01-01T21:12:00
TXN-000425,1985.96,USD,Starbucks,2024-01-01T21:15:00
TXN-000426,94.69,USD,Spotify,2024-01-01T21:18:00
TXN-000427,2879.22,MXN,Walmart,2024-01-01T21:21:00
TXN-000428,1448.29,MXN,Spotify,2024-01-01T21:24:00
TXN-000429,4831.03,EUR,Amazon,2024-01-01T21:27:00
TXN-000430,2301.02,GBP,McDonald's,2024-01-01T21:30:00
TXN-000431,2184.12,USD,Starbucks,2024-01-01T21:33:00
TXN-000432,2178.95,MXN,Netflix,2024-01-01T21:36:00
TXN-000433,394.16,GBP,Target,2024-01-01T21:39:00
TXN-000434,1108.64,EUR,Walmart,2024-01-01T21:42:00
TXN-000435,2552.91,USD,Starbucks,2024-01-01T21:45:00
TXN-000436,2550.25,GBP,Target,2024-01-01T21:48:00
TXN-000437,3637.17,EUR,Walmart,2024-01-01T21:51:00
TXN-000438,514.92,GBP,Netflix,2024-01-01T21:54:00
TXN-000439,868.32,EUR,Netflix,2024-01-01T21:57:00
TXN-000440,886.55,MXN,Starbucks,2024-01-01T22:00:00
TXN-000441,3772.47,MXN,Apple,2024-01-01T22:03:00
TXN-000442,3215.32,GBP,McDonald's,2024-01-01T22:06:00
TXN-000443,755.64,USD,Walmart,2024-01-01T22:09:00
TXN-000444,2211.6,GBP,Apple,2024-01-01T22:12:00
TXN-000445,2957.51,GBP,Uber,2024-01-01T22:15:00
TXN-000446,371.88,MXN,Target,2024-01-01T22:18:00
TXN-000447,189.0,GBP,Apple,2024-01-01T22:21:00
TXN-000448,384.58,USD,Uber,2024-01-01T22:24:00
TXN-000449,2970.81,MXN,McDonald's,2024-01-01T22:27:00
TXN-000450,2902.07,USD,Apple,2024-01-01T22:30:00
TXN-000451,4545.34,EUR,Apple,2024-01-01T22:33:00
TXN-000452,3025.42,EUR,Walmart,2024-01-01T22:36:00
TXN-000453,2253.17,GBP,Amazon,2024-01-01T22:39:00
TXN-000454,2523.24,EUR,Starbucks,2024-01-01T22:42:00
TXN-000455,1239.47,MXN,Amazon,2024-01-01T22:45:00
TXN-000456,2620.82,EUR,Apple,2024-01-01T22:48:00
TXN-000457,1864.89,GBP,Walmart,2024-01-01T22:51:00
TXN-000458,2044.44,GBP,Spotify,2024-01-01T22:54:00
TXN-000459,262.78,GBP,McDonald's,2024-01-01T22:57:00
TXN-000460,1649.12,MXN,Starbucks,2024-01-01T23:00:00
TXN-000461,1260.73,EUR,Uber,2024-01-01T23:03:00
TXN-000462,408.43,EUR,Walmart,2024-01-01T23:06:00
TXN-000463,1551.85,MXN,Walmart,2024-01-01T23:09:00
TXN-000464,2975.61,USD,Shell,2024-01-01T23:12:00
TXN-000465,2795.05,GBP,Uber,2024-01-01T23:15:00
TXN-000466,3350.91,USD,Shell,2024-01-01T23:18:00
TXN-000467,2542.93,USD,Spotify,2024-01-01T23:21:00
TXN-000468,1545.02,EUR,Walmart,2024-01-01T23:24:00
TXN-000469,4738.39,MXN,Walmart,2024-01-01T23:27:00
TXN-000470,1133.49,EUR,Netflix,2024-01-01T23:30:00
TXN-000471,386.75,USD,Shell,2024-01-01T23:33:00
TXN-000472,3854.6,USD,Target,2024-01-01T23:36:00
TXN-000473,4382.09,EUR,Walmart,2024-01-01T23:39:00
TXN-000474,1884.22,EUR,McDonald's,2024-01-01T23:42:00
TXN-000475,4156.89,EUR,Shell,2024-01-01T23:45:00
TXN-000476,219.42,GBP,Apple,2024-01-01T23:48:00
TXN-000477,4847.97,GBP,Netflix,2024-01-01T23:51:00
TXN-000478,1170.78,EUR,Apple,2024-01-01T23:54:00
TXN-000479,4828.02,MXN,Uber,2024-01-01T23:57:00
TXN-000480,1839.84,MXN,Netflix,2024-01-02T00:00:00
TXN-000481,3847.42,MXN,Apple,2024-01-02T00:03:00
TXN-000482,2637.77,EUR,Target,2024-01-02T00:06:00
TXN-000483,4006.49,EUR,Netflix,2024-01-02T00:09:00
TXN-000484,261.85,MXN,Uber,2024-01-02T00:12:00
TXN-000485,2773.15,USD,Walmart,2024-01-02T00:15:00
TXN-000486,4255.98,GBP,Target,2024-01-02T00:18:00
TXN-000487,3815.82,GBP,Starbucks,2024-01-02T00:21:00
TXN-000488,4526.63,EUR,Apple,2024-01-02T00:24:00
TXN-000489,459.48,EUR,Spotify,2024-01-02T00:27:00
TXN-000490,4423.26,USD,Apple,2024-01-02T00:30:00
TXN-000491,267.23,GBP,Spotify,2024-01-02T00:33:00
TXN-000492,1931.44,USD,Netflix,2024-01-02T00:36:00
TXN-000493,1123.47,GBP,Walmart,2024-01-02T00:39:00
TXN-000494,4196.04,GBP,Starbucks,2024-01-02T00:42:00
TXN-000495,688.86,GBP,Shell,2024-01-02T00:45:00
TXN-000496,3480.66,EUR,Apple,2024-01-02T00:48:00
TXN-000497,2243.56,USD,Apple,2024-01-02T00:51:00
TXN-000498,96.0,EUR,Starbucks,2024-01-02T00:54:00
TXN-000499,2744.47,MXN,Shell,2024-01-02T00:57:00
TXN-000500,3881.09,EUR,Starbucks,2024-01-02T01:00:00
